#Chrom	Start	End	gene	Strand
chr10	93392857	93392858	PPP1R3C	-
chr10	93557715	93557716	TNKS2.AS1	-
chr10	93558150	93558151	TNKS2	+
chr10	93669257	93669258	FGFBP3	-
chr10	93683735	93683736	BTAF1	+
chr10	94050874	94050875	CPEB3	-
chr10	93878411	93878412	SDHCP2	+
chr10	94050919	94050920	MARCH5	+
chr10	94180409	94180410	MARK2P9	-
chr10	94333851	94333852	IDE	-
chr10	94352824	94352825	KIF11	+
chr10	94449680	94449681	HHEX	+
chr10	94594469	94594470	EXOC6	+
chr10	94821020	94821021	CYP26C1	+
chr10	94833231	94833232	CYP26A1	+
chr10	95242073	95242074	MYOF	-
chr10	95256368	95256369	CEP55	+
chr10	95326421	95326422	FFAR4	+
chr10	95360992	95360993	RBP4	-
chr10	95372344	95372345	PDE6C	+
chr10	95462328	95462329	FRA10AC1	-
chr10	95517565	95517566	LGI1	+
chr10	95653729	95653730	SLC35G1	+
chr10	95721671	95721672	PIPSL	-
chr10	95753745	95753746	PLCE1	+
chr10	96046826	96046827	PLCE1.AS1	-
chr10	96122682	96122683	NOC3L	-
chr10	96162185	96162186	TBC1D12	+
chr10	96305573	96305574	HELLS	+
chr10	96443250	96443251	CYP2C18	+
chr10	96522462	96522463	CYP2C19	+
chr10	96698414	96698415	CYP2C9	+
chr10	96829253	96829254	CYP2C8	-
chr10	96953956	96953957	ACSM6	+
chr10	97050780	97050781	PDLIM1	-
chr10	97321170	97321171	SORBS1	-
chr10	97416566	97416567	ALDH18A1	-
chr10	97453899	97453900	TCTN3	-
chr10	97515408	97515409	ENTPD1	+
chr10	97667721	97667722	Unk..100127889	+
chr10	97759847	97759848	CC2D2B	+
chr10	97849952	97849953	ENTPD1.AS1	-
chr10	97803158	97803159	CCNJ	+
chr10	97824155	97824156	MIR3157	-
chr10	97889471	97889472	ZNF518A	+
chr10	98031332	98031333	BLNK	-
chr10	98064084	98064085	DNTT	+
chr10	98119091	98119092	OPALIN	-
chr10	98273682	98273683	TLL2	-
chr10	98346808	98346809	TM9SF3	-
chr10	98480278	98480279	PIK3AP1	-
chr10	98510022	98510023	RPL13AP5	+
chr10	98588520	98588521	MIR607	-
chr10	98592016	98592017	LCOR	+
chr10	98741040	98741041	Unk..26148	+
chr10	98945682	98945683	SLIT1	-
chr10	98862512	98862513	SLIT1.AS1	+
chr10	99052412	99052413	ARHGAP19	-
chr10	99079021	99079022	FRAT1	+
chr10	99094457	99094458	FRAT2	-
chr10	99161126	99161127	RRP12	-
chr10	99186026	99186027	PGAM1	+
chr10	99205767	99205768	EXOSC1	-
chr10	99205929	99205930	ZDHHC16	+
chr10	99258365	99258366	MMS19	-
chr10	99258767	99258768	UBTD1	+
chr10	99332255	99332256	ANKRD2	+
chr10	99344101	99344102	HOGA1	+
chr10	99349449	99349450	C10orf62	+
chr10	99393912	99393913	MORN4	-
chr10	99400442	99400443	PI4K2A	+
chr10	99447014	99447015	AVPI1	-
chr10	99473464	99473465	MARVELD1	+
chr10	99493297	99493298	Unk..100270710	-
chr10	99496877	99496878	ZFYVE27	+
chr10	99531755	99531756	SFRP5	-
chr10	99609554	99609555	LINC00866	-
chr10	99609995	99609996	GOLGA7B	+
chr10	99790584	99790585	CRTAC1	-
chr10	99627888	99627889	Unk..100128300	+
chr10	99894380	99894381	R3HCC1L	+
chr10	100028006	100028007	LOXL4	-
chr10	100174977	100174978	PYROXD2	-
chr10	100155063	100155064	MIR1287	-
chr10	100206703	100206704	HPS1	-
chr10	100206118	100206119	Unk..100505606	+
chr10	100995631	100995632	HPSE2	-
chr10	101088855	101088856	CNNM1	+
chr10	101190529	101190530	GOT1	-
chr10	101292689	101292690	NKX2.3	+
chr10	101380220	101380221	SLC25A28	-
chr10	101419262	101419263	ENTPD7	+
chr10	101492422	101492423	COX15	-
chr10	101491957	101491958	CUTC	+
chr10	101542462	101542463	ABCC2	+
chr10	101769675	101769676	DNMBP	-
chr10	101686965	101686966	DNMBP.AS1	+
chr10	101841641	101841642	CPN1	-
chr10	101945813	101945814	ERLIN1	-
chr10	101989343	101989344	CHUK	-
chr10	102027436	102027437	CWF19L1	-
chr10	101997058	101997059	SNORA12	-
chr10	102046438	102046439	BLOC1S2	-
chr10	102090242	102090243	PKD2L1	-
chr10	102106771	102106772	SCD	+
chr10	102133332	102133333	OLMALINC	+
chr10	102222811	102222812	WNT8B	+
chr10	102279594	102279595	SEC31B	-
chr10	102289635	102289636	NDUFB8	-
chr10	102295640	102295641	HIF1AN	+
chr10	102505467	102505468	PAX2	+
chr10	102672325	102672326	SLF2	+
chr10	102732285	102732286	SEMA4G	+
chr10	102734741	102734742	MIR608	+
chr10	102747271	102747272	MRPL43	-
chr10	102747292	102747293	TWNK	+
chr10	102756964	102756965	LZTS2	+
chr10	102790878	102790879	PDZD7	-
chr10	102790995	102790996	SFXN3	+
chr10	102820998	102820999	KAZALD1	+
chr10	102826055	102826056	Unk..100505670	+
chr10	102890902	102890903	TLX1NB	-
chr10	102891060	102891061	TLX1	+
chr10	102988716	102988717	LBX1	-
chr10	102989350	102989351	LBX1.AS1	+
chr10	103113824	103113825	BTRC	+
chr10	103348026	103348027	POLL	-
chr10	103348088	103348089	DPCD	+
chr10	103361253	103361254	MIR3158.2	-
chr10	103361173	103361174	MIR3158.1	+
chr10	103454742	103454743	FBXW4	-
chr10	103535758	103535759	FGF8	-
chr10	103543169	103543170	NPM3	-
chr10	103578221	103578222	MGEA5	-
chr10	103578824	103578825	KCNIP2.AS1	+
chr10	103603676	103603677	KCNIP2	-
chr10	103815931	103815932	C10orf76	-
chr10	103825146	103825147	HPS6	+
chr10	103880209	103880210	LDB1	-
chr10	103892786	103892787	PPRC1	+
chr10	103911932	103911933	NOLC1	+
chr10	103986142	103986143	ELOVL3	+
chr10	104001230	104001231	PITX3	-
chr10	104005308	104005309	GBF1	+
chr10	104154228	104154229	NFKB2	+
chr10	104178900	104178901	PSD	-
chr10	104179570	104179571	FBXL15	+
chr10	104182892	104182893	Unk..100286939	-
chr10	104192422	104192423	CUEDC2	-
chr10	104196268	104196269	MIR146B	+
chr10	104211299	104211300	C10orf95	-
chr10	104209594	104209595	RPARP.AS1	+
chr10	104221169	104221170	MFSD13A	+
chr10	104262511	104262512	ACTR1A	-
chr10	104263718	104263719	SUFU	+
chr10	104404251	104404252	TRIM8	+
chr10	104474189	104474190	ARL3	-
chr10	104474297	104474298	SFXN2	+
chr10	104503726	104503727	WBP1L	+
chr10	104597289	104597290	CYP17A1	-
chr10	104590492	104590493	Unk..100505778	+
chr10	104613966	104613967	BORCS7	+
chr10	104629209	104629210	AS3MT	+
chr10	104678113	104678114	CNNM2	+
chr10	104953055	104953056	NT5C2	-
chr10	104935270	104935271	Unk..729081	+
chr10	105005643	105005644	RPEL1	+
chr10	105036919	105036920	INA	+
chr10	105110890	105110891	PCGF6	-
chr10	105127723	105127724	TAF5	+
chr10	105156222	105156223	USMG5	-
chr10	105154157	105154158	MIR1307	-
chr10	105156411	105156412	PDCD11	+
chr10	105212161	105212162	CALHM2	-
chr10	105212602	105212603	Unk..100505820	+
chr10	105218647	105218648	CALHM1	-
chr10	105238996	105238997	CALHM3	-
chr10	105253734	105253735	NEURL1	+
chr10	105615163	105615164	SH3PXD2A	-
chr10	105506536	105506537	SH3PXD2A.AS1	+
chr10	105678044	105678045	STN1	-
chr10	105727469	105727470	SLK	+
chr10	105845637	105845638	COL17A1	-
chr10	105807943	105807944	MIR936	-
chr10	105881815	105881816	SFR1	+
chr10	105992119	105992120	CFAP43	-
chr10	105978640	105978641	MIR609	-
chr10	106013951	106013952	GSTO1	+
chr10	106028630	106028631	GSTO2	+
chr10	106093662	106093663	ITPRIP	-
chr10	106083121	106083122	Unk..100505856	+
chr10	106113278	106113279	CFAP58.AS1	-
chr10	106113521	106113522	CFAP58	+
chr10	106400858	106400859	SORCS3	+
chr10	106425972	106425973	SORCS3.AS1	-
chr10	108924291	108924292	SORCS1	-
chr10	109675060	109675061	Unk..100128304	-
chr10	111683310	111683311	XPNPEP1	-
chr10	111717668	111717669	ADD3.AS1	-
chr10	111765725	111765726	ADD3	+
chr10	111967362	111967363	MXI1	+
chr10	112064706	112064707	SMNDC1	-
chr10	112257624	112257625	DUSP5	+
chr10	112327448	112327449	SMC3	+
chr10	112404154	112404155	RBM20	+
chr10	112630661	112630662	PDCD4.AS1	-
chr10	112631595	112631596	PDCD4	+
chr10	112679123	112679124	BBIP1	-
chr10	112679300	112679301	SHOC2	+
chr10	112697012	112697013	RPL13AP6	-
chr10	112760281	112760282	Unk..100505952	-
chr10	112748683	112748684	MIR548E	+
chr10	112836789	112836790	ADRA2A	+
chr10	113943524	113943525	GPAM	-
chr10	114043492	114043493	TECTB	+
chr10	114116352	114116353	GUCY2GP	-
chr10	114133915	114133916	ACSL5	+
chr10	114206671	114206672	ZDHHC6	-
chr10	114206755	114206756	VTI1A	+
chr10	114393928	114393929	MIR4295	+
chr10	114610672	114610673	Unk..143188	+
chr10	114710008	114710009	TCF7L2	+
chr10	115235795	115235796	Unk..100505998	+
chr10	115310589	115310590	HABP2	+
chr10	115423804	115423805	NRAP	-
chr10	115438934	115438935	CASP7	+
chr10	115511212	115511213	PLEKHS1	+
chr10	115613858	115613859	DCLRE1A	-
chr10	115614390	115614391	NHLRC2	+
chr10	115803805	115803806	ADRB1	+
chr10	115934363	115934364	CCDC186	-
chr10	115933937	115933938	MIR2110	-
chr10	115939028	115939029	TDRD1	+
chr10	115999017	115999018	VWA2	+
chr10	116164514	116164515	AFAP1L2	-
chr10	116444413	116444414	ABLIM1	-
chr10	116581502	116581503	FAM160B1	+
chr10	116697951	116697952	TRUB1	+
chr10	116746341	116746342	Unk..100506018	-
chr10	116853123	116853124	ATRNL1	+
chr10	118033125	118033126	GFRA1	-
chr10	118083939	118083940	CCDC172	+
chr10	118187423	118187424	PNLIPRP3	+
chr10	118305427	118305428	PNLIP	+
chr10	118350489	118350490	PNLIPRP1	+
chr10	118380464	118380465	PNLIPRP2	+
chr10	118429480	118429481	C10orf82	-
chr10	118502084	118502085	HSPA12A	-
chr10	118609028	118609029	ENO4	+
chr10	118765087	118765088	SHTN1	-
chr10	118897811	118897812	VAX1	-
chr10	118956999	118957000	KCNK18	+
chr10	119000583	119000584	SLC18A2	+
chr10	119134936	119134937	PDZD8	-
chr10	119304578	119304579	EMX2OS	-
chr10	119301955	119301956	EMX2	+
chr10	119806113	119806114	RAB11FIP2	-
chr10	119799523	119799524	Unk..100129413	+
chr10	119806331	119806332	CASC2	+
chr10	120101838	120101839	FAM204A	-
chr10	120116619	120116620	LINC00867	+
chr10	120355159	120355160	PRLHR	-
chr10	120514757	120514758	CACUL1	-
chr10	120789227	120789228	NANOS1	+
chr10	120840333	120840334	EIF3A	-
chr10	120819649	120819650	SNORA19	-
chr10	120863610	120863611	FAM45A	+
chr10	120925203	120925204	SFXN4	-
chr10	120938344	120938345	PRDX3	-
chr10	120967196	120967197	GRK5	+
chr10	121302221	121302222	RGS10	-
chr10	121356540	121356541	TIAL1	-
chr10	121410881	121410882	BAG3	+
chr10	121485608	121485609	INPP5F	+
chr10	121632393	121632394	MCMBP	-
chr10	121652222	121652223	SEC23IP	+
chr10	122216465	122216466	PLPP4	+
chr10	122357720	122357721	LINC01561	+
chr10	122610690	122610691	WDR11.AS1	-
chr10	122610686	122610687	WDR11	+
chr10	122668697	122668698	Unk..100506158	-
chr10	122942780	122942781	Unk..100129699	+
chr10	123357971	123357972	FGFR2	-
chr10	123687545	123687546	ATE1	-
chr10	123687826	123687827	ATE1.AS1	+
chr10	123734742	123734743	NSMCE4A	-
chr10	123748688	123748689	TACC2	+
chr10	123923891	123923892	Unk..100130255	-
chr10	124030820	124030821	BTBD16	+
chr10	124134219	124134220	PLEKHA1	+
chr10	124214178	124214179	ARMS2	+
chr10	124221040	124221041	HTRA1	+
chr10	124320180	124320181	DMBT1	+
chr10	124459337	124459338	C10orf120	-
chr10	124516209	124516210	DMBT1P1	+
chr10	124605690	124605691	CUZD1	-
chr10	124639156	124639157	FAM24B	-
chr10	124639148	124639149	LOC399815	+
chr10	124670216	124670217	FAM24A	+
chr10	124713918	124713919	C10orf88	-
chr10	124739555	124739556	PSTK	+
chr10	124768310	124768311	IKZF5	-
chr10	124768428	124768429	ACADSB	+
chr10	124895566	124895567	HMX3	+
chr10	124907637	124907638	HMX2	+
chr10	124913759	124913760	BUB3	+
chr10	125425870	125425871	GPR26	+
chr10	125651499	125651500	CPXM2	-
chr10	125806240	125806241	CHST15	-
chr10	126107544	126107545	OAT	-
chr10	126138549	126138550	NKX1.2	-
chr10	126150340	126150341	LHPP	+
chr10	126178352	126178353	Unk..100506255	+
chr10	126432929	126432930	FAM53B	-
chr10	126392596	126392597	Unk..100506291	+
chr10	126480438	126480439	EEF1AKMT2	-
chr10	126490353	126490354	ABRAXAS2	+
chr10	126630691	126630692	ZRANB1	+
chr10	126849623	126849624	CTBP2	-
chr10	126721438	126721439	MIR4296	-
chr10	126917132	126917133	Unk..642622	-
chr10	127262939	127262940	TEX36.AS1	+
chr10	127371712	127371713	TEX36	-
chr10	127371811	127371812	LOC283038	+
chr10	127408061	127408062	FLJ37035	-
chr10	127408083	127408084	EDRF1	+
chr10	127464389	127464390	MMP21	-
chr10	127511836	127511837	UROS	-
chr10	127512103	127512104	BCCIP	+
chr10	127569883	127569884	DHX32	-
chr10	127585107	127585108	FANK1	+
chr10	128077126	128077127	ADAM12	-
chr10	128210009	128210010	C10orf90	-
chr10	128585312	128585313	Unk..728065	-
chr10	128768964	128768965	DOCK1	+
chr10	128994421	128994422	FAM196A	-
chr10	129347612	129347613	NPS	+
chr10	129535259	129535260	Unk..387720	-
chr10	129535537	129535538	FOXI2	+
chr10	129691210	129691211	CLRN3	-
chr10	129705324	129705325	PTPRE	+
chr10	129924467	129924468	MKI67	-
chr10	131265453	131265454	MGMT	+
chr10	131309518	131309519	Unk..100505979	-
chr10	131588795	131588796	Unk..100506006	+
chr10	131762090	131762091	EBF3	-
chr10	131641637	131641638	MIR4297	-
chr10	131909080	131909081	C10orf143	-
chr10	131934662	131934663	GLRX3	+
chr10	132760930	132760931	MIR378C	-
chr10	133109983	133109984	TCERG1L	-
chr10	133622534	133622535	LINC01164	-
chr10	133747956	133747957	PPP2R2D	+
chr10	133795434	133795435	BNIP3	-
chr10	133918312	133918313	JAKMIP3	+
chr10	134000413	134000414	DPYSL4	+
chr10	134121476	134121477	STK32C	-
chr10	134145372	134145373	Unk..100506057	-
chr10	134145613	134145614	LRRC27	+
chr10	134210701	134210702	PWWP2B	+
chr10	134258713	134258714	C10orf91	+
chr10	134351352	134351353	INPP5A	+
chr10	134599536	134599537	NKX6.2	-
chr10	134674390	134674391	CFAP46	-
chr10	134740998	134740999	Unk..100506209	-
chr10	134756088	134756089	Unk..255352	-
chr10	134778782	134778783	Unk..100289424	-
chr10	134779037	134779038	LINC01168	+
chr10	134901408	134901409	ADGRA1	+
chr10	134973970	134973971	KNDC1	+
chr10	135043777	135043778	UTF1	+
chr10	135051407	135051408	VENTX	+
chr10	135061123	135061124	MIR202	-
chr10	135090406	135090407	ADAM8	-
chr10	135077562	135077563	Unk..100506167	+
chr10	135122643	135122644	TUBGCP2	-
chr10	135122422	135122423	ZNF511	+
chr10	135150474	135150475	CALY	-
chr10	135160843	135160844	PRAP1	+
chr10	135171528	135171529	FUOM	-
chr10	135186907	135186908	ECHS1	-
chr10	135192740	135192741	PAOX	+
chr10	135207620	135207621	MTG1	+
chr10	135238120	135238121	SPRN	-
chr10	135267431	135267432	SCART1	+
chr10	135340866	135340867	CYP2E1	+
chr10	135382875	135382876	SYCE1	-
chr10	135383461	135383462	SPRNP1	-
chr10	135440298	135440299	FRG2B	-
chr11	89188	89189	Unk..100288692	+
chr11	123361	123362	CICP23	+
chr11	131919	131920	LINC01001	-
chr11	135883	135884	Unk..100506278	-
chr11	193079	193080	SCGB1C1	+
chr11	196760	196761	ODF3	+
chr11	207421	207422	BET1L	-
chr11	208529	208530	RIC8A	+
chr11	236361	236362	SIRT3	-
chr11	236807	236808	PSMD13	+
chr11	278569	278570	NLRP6	+
chr11	289137	289138	PGGHG	+
chr11	299525	299526	IFITM5	-
chr11	308106	308107	IFITM2	+
chr11	313990	313991	IFITM1	+
chr11	320913	320914	IFITM3	-
chr11	369794	369795	B4GALNT4	+
chr11	394216	394217	PKP3	+
chr11	417396	417397	SIGIRR	-
chr11	442010	442011	ANO9	-
chr11	450279	450280	PTDSS2	+
chr11	507272	507273	RNH1	-
chr11	535549	535550	HRAS	-
chr11	537521	537522	LRRC56	+
chr11	560778	560779	LMNTD2	-
chr11	556957	556958	LOC692247	+
chr11	560970	560971	RASSF7	+
chr11	568419	568420	MIR210HG	-
chr11	568197	568198	MIR210	-
chr11	575884	575885	LOC143666	-
chr11	576482	576483	PHRF1	+
chr11	615998	615999	IRF7	-
chr11	625066	625067	CDHR5	-
chr11	627172	627173	SCT	-
chr11	637304	637305	DRD4	+
chr11	695739	695740	DEAF1	-
chr11	695615	695616	TMEM80	+
chr11	706119	706120	EPS8L2	+
chr11	747431	747432	TALDO1	+
chr11	777486	777487	GATD1	-
chr11	777581	777582	Unk..100506518	+
chr11	779358	779359	LOC171391	+
chr11	790125	790126	CEND1	-
chr11	798268	798269	SLC25A22	-
chr11	805249	805250	PIDD1	-
chr11	809935	809936	RPLP2	+
chr11	811680	811681	SNORA52	+
chr11	818900	818901	PNPLA2	+
chr11	824618	824619	Unk..100506720	-
chr11	827584	827585	CRACR2B	+
chr11	832951	832952	CD151	+
chr11	842528	842529	POLR2L	-
chr11	842823	842824	TSPAN4	+
chr11	915057	915058	CHID1	-
chr11	925840	925841	AP2A2	+
chr11	1036705	1036706	MUC6	-
chr11	1013331	1013332	Unk..100294360	+
chr11	1074874	1074875	MUC2	+
chr11	1244294	1244295	MUC5B	+
chr11	1330891	1330892	TOLLIP	-
chr11	1330937	1330938	TOLLIP.AS1	+
chr11	1411128	1411129	BRSK2	+
chr11	1507947	1507948	MOB2	-
chr11	1593149	1593150	DUSP8	-
chr11	1593970	1593971	KRTAP5.AS1	+
chr11	1606512	1606513	KRTAP5.1	-
chr11	1619523	1619524	KRTAP5.2	-
chr11	1629692	1629693	KRTAP5.3	-
chr11	1643367	1643368	KRTAP5.4	-
chr11	1651032	1651033	KRTAP5.5	+
chr11	1686828	1686829	FAM99A	+
chr11	1706858	1706859	FAM99B	-
chr11	1709526	1709527	LOC100505570	+
chr11	1718424	1718425	KRTAP5.6	+
chr11	1769348	1769349	IFITM10	-
chr11	1785221	1785222	CTSD	-
chr11	1855673	1855674	SYT8	+
chr11	1860232	1860233	TNNI2	+
chr11	1874199	1874200	LSP1	+
chr11	1880765	1880766	MIR4298	-
chr11	1940798	1940799	TNNT3	+
chr11	1968501	1968502	MRPL23	+
chr11	2011149	2011150	MRPL23.AS1	-
chr11	2019064	2019065	H19	-
chr11	2018060	2018061	MIR675	-
chr11	2170832	2170833	IGF2	-
chr11	2182438	2182439	INS.IGF2	-
chr11	2155438	2155439	MIR483	-
chr11	2161757	2161758	IGF2.AS	+
chr11	2182438	2182439	INS	-
chr11	2193034	2193035	TH	-
chr11	2292181	2292182	ASCL2	-
chr11	2323142	2323143	C11orf21	-
chr11	2323242	2323243	TSPAN32	+
chr11	2398546	2398547	CD81	+
chr11	2423522	2423523	TSSC4	+
chr11	2444274	2444275	TRPM5	-
chr11	2466220	2466221	KCNQ1	+
chr11	2721227	2721228	KCNQ1OT1	-
chr11	2891262	2891263	KCNQ1DN	+
chr11	2906994	2906995	CDKN1C	-
chr11	2925174	2925175	SLC22A18AS	-
chr11	2920950	2920951	SLC22A18	+
chr11	2950649	2950650	PHLDA2	-
chr11	3013606	3013607	NAP1L4	-
chr11	2985122	2985123	SNORA54	-
chr11	3010974	3010975	Unk..100505870	+
chr11	3078680	3078681	CARS	-
chr11	3186581	3186582	OSBPL5	-
chr11	3240042	3240043	MRGPRG	-
chr11	3239561	3239562	MRGPRG.AS1	+
chr11	3253615	3253616	MRGPRE	-
chr11	3400447	3400448	ZNF195	-
chr11	3402190	3402191	TSSC2	+
chr11	3488923	3488924	Unk..728199	-
chr11	3647713	3647714	TRPC2	+
chr11	3663545	3663546	ART5	-
chr11	3666360	3666361	ART1	+
chr11	3692613	3692614	CHRNA10	-
chr11	3819021	3819022	NUP98	-
chr11	3818953	3818954	PGAP2	+
chr11	3862212	3862213	RHOG	-
chr11	3875838	3875839	Unk..100506066	+
chr11	3876932	3876933	STIM1	+
chr11	3914110	3914111	Unk..100293160	-
chr11	4115923	4115924	RRM1	+
chr11	4208369	4208370	LOC100506082	+
chr11	4389615	4389616	OR52B4	-
chr11	4414925	4414926	TRIM21	-
chr11	4470524	4470525	OR52K2	+
chr11	4510108	4510109	OR52K1	+
chr11	4566420	4566421	OR52M1	+
chr11	4599049	4599050	C11orf40	-
chr11	4608020	4608021	OR52I2	+
chr11	4615268	4615269	OR52I1	+
chr11	4629436	4629437	TRIM68	-
chr11	4660944	4660945	OR51D1	+
chr11	4665155	4665156	OR51E1	+
chr11	4719075	4719076	OR51E2	-
chr11	4791146	4791147	OR51F1	-
chr11	4825609	4825610	OR52R1	-
chr11	4842615	4842616	OR51F2	+
chr11	4870437	4870438	OR51S1	-
chr11	4903048	4903049	OR51T1	+
chr11	4928599	4928600	OR51A7	+
chr11	4936892	4936893	OR51G2	-
chr11	4945568	4945569	OR51G1	-
chr11	4968329	4968330	OR51A4	-
chr11	4976942	4976943	OR51A2	-
chr11	5009423	5009424	MMP26	+
chr11	5020212	5020213	OR51L1	+
chr11	5067755	5067756	OR52J3	+
chr11	5080856	5080857	OR52E2	-
chr11	5128759	5128760	Unk..100506101	-
chr11	5142846	5142847	OR52A4P	-
chr11	5153871	5153872	OR52A5	-
chr11	5173598	5173599	OR52A1	-
chr11	5221929	5221930	OR51V1	-
chr11	5248300	5248301	HBB	-
chr11	5255857	5255858	HBD	-
chr11	5264821	5264822	HBBP1	-
chr11	5271086	5271087	HBG1	-
chr11	5276010	5276011	HBG2	-
chr11	5291372	5291373	HBE1	-
chr11	5323175	5323176	OR51B4	-
chr11	5345581	5345582	OR51B2	-
chr11	5364753	5364754	OR51B5	-
chr11	5372737	5372738	OR51B6	+
chr11	5410606	5410607	OR51M1	+
chr11	5443340	5443341	OR51Q1	+
chr11	5462782	5462783	OR51I1	-
chr11	5474637	5474638	OR51I2	+
chr11	5509914	5509915	OR52D1	+
chr11	5531152	5531153	UBQLN3	-
chr11	5537955	5537956	UBQLNL	-
chr11	5566752	5566753	OR52H1	-
chr11	5602106	5602107	OR52B6	+
chr11	5617346	5617347	TRIM6	+
chr11	5617883	5617884	TRIM6.TRIM34	+
chr11	5641173	5641174	TRIM34	+
chr11	5664411	5664412	Unk..117852	+
chr11	5706338	5706339	TRIM5	-
chr11	5710918	5710919	TRIM22	+
chr11	5757746	5757747	OR56B1	+
chr11	5775922	5775923	OR52N4	+
chr11	5799896	5799897	OR52N5	-
chr11	5810045	5810046	OR52N1	-
chr11	5841565	5841566	OR52N2	+
chr11	5863126	5863127	OR52E6	-
chr11	5878931	5878932	OR52E8	-
chr11	5905522	5905523	OR52E4	+
chr11	5968576	5968577	OR56A3	+
chr11	5989723	5989724	OR56A5	-
chr11	6008214	6008215	OR52L1	-
chr11	6024377	6024378	OR56A4	-
chr11	6048970	6048971	OR56A1	-
chr11	6129008	6129009	OR56B4	+
chr11	6191555	6191556	OR52B2	-
chr11	6220453	6220454	OR52W1	+
chr11	6226797	6226798	C11orf42	+
chr11	6255940	6255941	FAM160A2	-
chr11	6260329	6260330	CNGA4	+
chr11	6280965	6280966	CCKBR	+
chr11	6341739	6341740	CAVIN3	-
chr11	6411643	6411644	SMPD1	+
chr11	6440643	6440644	APBB1	-
chr11	6419576	6419577	Unk..100506137	-
chr11	6462253	6462254	HPX	-
chr11	6495204	6495205	TRIM3	-
chr11	6502594	6502595	ARFIP2	-
chr11	6502676	6502677	TIMM10B	+
chr11	6518525	6518526	DNHD1	+
chr11	6624810	6624811	RRP8	-
chr11	6624963	6624964	ILK	+
chr11	6633444	6633445	TAF10	-
chr11	6640691	6640692	TPP1	-
chr11	6677079	6677080	DCHS1	-
chr11	6704631	6704632	MRPL17	-
chr11	6743109	6743110	GVINP1	-
chr11	6790187	6790188	OR2AG2	-
chr11	6806247	6806248	OR2AG1	+
chr11	6817138	6817139	OR6A2	-
chr11	6866913	6866914	OR10A5	+
chr11	6890985	6890986	OR10A2	+
chr11	6897855	6897856	OR10A4	+
chr11	6913730	6913731	OR2D2	-
chr11	6942232	6942233	OR2D3	+
chr11	6947653	6947654	ZNF215	+
chr11	7041585	7041586	ZNF214	-
chr11	7041699	7041700	NLRP14	+
chr11	7110164	7110165	RBMXL2	+
chr11	7244163	7244164	Unk..100506238	+
chr11	7255996	7255997	MIR302E	+
chr11	7273180	7273181	SYT9	+
chr11	7487041	7487042	LOC100506258	-
chr11	7506599	7506600	OLFML1	+
chr11	7535000	7535001	PPFIBP2	+
chr11	7694820	7694821	CYB5R2	-
chr11	7727940	7727941	OVCH2	-
chr11	7818488	7818489	OR5P2	-
chr11	7847518	7847519	OR5P3	-
chr11	7870597	7870598	OR5E1P	+
chr11	7927501	7927502	LOC283299	-
chr11	7950208	7950209	OR10A6	-
chr11	7961066	7961067	OR10A3	-
chr11	7985058	7985059	NLRP10	-
chr11	8008866	8008867	EIF3F	+
chr11	8060179	8060180	TUB	+
chr11	8190589	8190590	RIC3	-
chr11	8285405	8285406	LMO1	-
chr11	8615502	8615503	STK33	-
chr11	8680382	8680383	TRIM66	-
chr11	8703994	8703995	RPL27A	+
chr11	8705773	8705774	SNORA3A	+
chr11	8706985	8706986	SNORA3B	+
chr11	8932497	8932498	ST5	-
chr11	8932700	8932701	AKIP1	+
chr11	8954552	8954553	C11orf16	-
chr11	8964579	8964580	ASCL3	-
chr11	8985988	8985989	TMEM9B	-
chr11	9025595	9025596	NRIP3	-
chr11	9113149	9113150	SCUBE2	-
chr11	9115909	9115910	KRT8P41	+
chr11	9286870	9286871	DENND5A	-
chr11	9336295	9336296	TMEM41B	-
chr11	9406168	9406169	IPO7	+
chr11	9450312	9450313	SNORA23	+
chr11	9482244	9482245	LOC644656	-
chr11	9482511	9482512	ZNF143	+
chr11	9595227	9595228	WEE1	+
